id,title,synopsis,genres,release_date,episodes,members,popularity,ranked,score,img_url,link
34572,Black Clover,Asta and Yuno were abandoned at the same church on the same day. Raised together as children they came to know of the Wizard King—a title given to the strongest mage in the kingdom—and promised that they would compete against each other for the position of the next Wizard King. However as they grew up the stark difference between them became evident. While Yuno is able to wield magic with amazing power and control Asta cannot use magic at all and desperately tries to awaken his powers by training physically. When they reach the age of 15 Yuno is bestowed a spectacular Grimoire with a four-leaf clover while Asta receives nothing. However soon after Yuno is attacked by a person named Lebuty whose main purpose is to obtain Yuno's Grimoire. Asta tries to fight Lebuty but he is outmatched. Though without hope and on the brink of defeat he finds the strength to continue when he hears Yuno's voice. Unleashing his inner emotions in a rage Asta receives a five-leaf clover Grimoire a Black Clover giving him enough power to defeat Lebuty. A few days later the two friends head out into the world both seeking the same goal—to become the Wizard King!,Action;Comedy;Magic;Fantasy;Shounen,2017-10-03,-9223372036854775808,456083,162,3120,7.16,https://cdn.myanimelist.net/images/anime/2/88336.jpg,https://myanimelist.net/anime/34572/Black_Clover
1829,Gedo Senki,Something bizarre has come over the land. The kingdom is deteriorating. People are beginning to act strange... What's even more strange is that people are beginning to see dragons which shouldn't enter the world of humans. Due to all these bizarre events Ged a wandering wizard is investigating the cause. During his journey he meets Prince Arren a young distraught teenage boy. While Arren may look like a shy young teen he has a severe dark side which grants him strength hatred ruthlessness and has no mercy especially when it comes to protecting Tehanu. For the witch Kumo this is a perfect opportunity. He can use the boy's fears against the very one who would help him Ged. (Source: ANN),Adventure;Fantasy;Magic,2006-07-29,1,85145,1276,3500,7.07,https://cdn.myanimelist.net/images/anime/5/73443.jpg,https://myanimelist.net/anime/1829/Gedo_Senki
1726,Devil May Cry,Devil May Cry follows the story of the demon hunter known as Dante. As a half demon half human he uses his trusty sword Rebellion and his two guns Ebony and Ivory to take on missions. Dante owns and runs Devil May Cry a business that specializes in hunting and killing demon-related problems. Based on the video game series Devil May Cry.,Action;Demons;Fantasy,2007-06-14,12,231960,447,3491,7.07,https://cdn.myanimelist.net/images/anime/4/26417.jpg,https://myanimelist.net/anime/1726/Devil_May_Cry
15451,High School DxD New,The misadventures of Issei Hyoudou high school pervert and aspiring Harem King continue on in High School DxD New . As the members of the Occult Research Club carry out their regular activities it becomes increasingly obvious that there is something wrong with their Knight the usually composed and alert Yuuto Kiba. Soon Issei learns of Kiba's dark bloody past and its connection to the mysterious Holy Swords. Once the subject of a cruel experiment Kiba now seeks revenge on all those who wronged him. With the return of an old enemy as well as the appearance of two new Holy Sword-wielding beauties it isn't long before Issei and his Devil comrades are plunged into a twisted plot once more.,Action;Harem;Comedy;Demons;Romance;Ecchi;School,2013-07-07,12,511511,129,1196,7.68,https://cdn.myanimelist.net/images/anime/12/47729.jpg,https://myanimelist.net/anime/15451/High_School_DxD_New
32729,Orange,Naho Takamiya's first day of her sophomore year of high school is off to an uneasy start. After waking up late she receives a strange letter addressed to her. However the letter is from herself—10 years in the future! At first Naho is skeptical of the note yet after witnessing several events described to take place she realizes the letter really is from her 26-year-old self. The note details that Naho's future life is filled with regrets and she hopes that her younger self can correct the mistakes that were made in the past. The letter also warns her to keep a close eye on the new transfer student Kakeru Naruse. Naho must be especially careful in making decisions involving him as Kakeru is not around in the future. With the letter as her guide Naho now has the power to protect Kakeru before she comes to regret it once more.,Sci-Fi;Drama;Romance;School;Shoujo,2016-07-04,13,379536,236,1186,7.69,https://cdn.myanimelist.net/images/anime/4/80110.jpg,https://myanimelist.net/anime/32729/Orange
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Izayoi Sakamaki Asuka Kudou and You Kasukabe are extraordinary teenagers who are blessed with psychic powers but completely fed up with their disproportionately mundane lives—until unexpectedly each of them receives a strange envelope containing an invitation to a mysterious place known as Little Garden. Inexplicably dropped into a vast new world the trio is greeted by Kurousagi who explains that they have been given a once-in-a-lifetime chance to participate in special high-stakes games using their abilities. In order to take part however they must first join a community. Learning that Kurousagi's community No Names has lost its official status and bountiful land due to their defeat at the hands of a demon lord the group sets off to help reclaim their new home's dignity eager to protect its residents and explore the excitement that Little Garden has to offer.,Action;Comedy;Fantasy;Supernatural,2013-01-12,10,385072,227,1184,7.69,https://cdn.myanimelist.net/images/anime/12/43369.jpg,https://myanimelist.net/anime/15315/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_Desu_yo
27655,Aldnoah.Zero 2nd Season,The war between the Terrans and the Vers Empire of Mars has ended allowing humanity to blissfully enjoy their lives in a time of peace. Nineteen months later however the Vers princess makes a shocking public declaration: the Terrans are a foolish race that covets resources destroys nature and are devoted to the pursuit of pleasure. And so to protect their precious Earth she calls upon her knights to take up arms and the raging battle between the two civilizations reignites. Slaine Troyard has found a place among the Martians giving Earth a short respite from the war against the Vers Empire. However a peaceful resolution seems inconceivable. The various people who fought desperately for survival in the past now find themselves in the midst of yet another bloody and chaotic conflict one that will forever alter the fate of humankind.,Action;Mecha;Sci-Fi;Space,2015-01-11,12,233380,444,3487,7.07,https://cdn.myanimelist.net/images/anime/10/71297.jpg,https://myanimelist.net/anime/27655/AldnoahZero_2nd_Season
11751,Senki Zesshou Symphogear,Tsubasa Kazanari and Kanade Amou—the idol duo known as Zwei Wing—use their songs to power ancient weapons known as symphogears to combat a deadly alien race called the Noise. While the general public is aware of the Noise's existence knowledge of the symphogears are kept a secret. When the Noise attack one of Zwei Wing's concerts Kanade sacrifices herself to protect a young girl named Hibiki Tachibana leaving Tsubasa devastated and a fragment of her symphogear embedded within Hibiki. Two years pass and Hibiki is once again dragged into a Noise attack. While rescuing a young girl who has been left behind during the evacuation she awakens the power of Kanade's symphogear lying within her. Although Tsubasa still grieves over the loss of Kanade both girls must now learn to work together using their powers to defend humanity against the Noise.,Action;Sci-Fi;Music,2012-01-06,13,83242,1311,3480,7.08,https://cdn.myanimelist.net/images/anime/11/75580.jpg,https://myanimelist.net/anime/11751/Senki_Zesshou_Symphogear
33003,Mahou Shoujo Ikusei Keikaku,For many individuals in N-City playing the popular social role-playing game Magical Girl Raising Project is as close as they could come to being a real magical girl. However for some rare players that dream can become a reality. One such girl is Koyuki Himekawa who receives a notification one night that she has been selected to become a magical girl her in-game avatar Snow White. As Koyuki and other chosen players in the city begin helping those in need they all receive yet another notification: the admins have decided that they want to reduce the number of magical girls. Whoever collects the least amount of Magical Candies—which are awarded for their magical girl activities—in their competition each week will lose their powers. But when a real-world tragedy happens to the first player that drops out they are shown the repercussions of losing their abilities. As more participants inevitably lose the competition and more twisted rules are added the girls soon realize that their contest is actually a desperate fight for survival.,Action;Supernatural;Magic;Thriller;Fantasy,2016-10-02,12,109948,1018,3467,7.08,https://cdn.myanimelist.net/images/anime/2/81087.jpg,https://myanimelist.net/anime/33003/Mahou_Shoujo_Ikusei_Keikaku
226,Elfen Lied,Lucy is a special breed of human referred to as Diclonius born with a short pair of horns and invisible telekinetic hands that lands her as a victim of inhumane scientific experimentation by the government. However once circumstances present her an opportunity to escape Lucy corrupted by the confinement and torture unleashes a torrent of bloodshed as she escapes her captors. During her breakout she receives a crippling head injury that leaves her with a split personality: someone with the mentality of a harmless child possessing limited speech capacity. In this state of instability she stumbles upon two college students Kouta and his cousin Yuka who unknowingly take an injured fugitive into their care unaware of her murderous tendencies. This act of kindness will change their lives as they soon find themselves dragged into the shadowy world of government secrecy and conspiracy.,Action;Horror;Psychological;Supernatural;Drama;Romance;Seinen,2004-07-25,13,993395,26,1173,7.69,https://cdn.myanimelist.net/images/anime/10/6883.jpg,https://myanimelist.net/anime/226/Elfen_Lied
32438,Mayoiga,A bus full of eccentric individuals is headed towards the urban legend known as Nanaki Village a place where one can supposedly start over and live a perfect life. While many have different ideas of why the village cannot be found on any map or why even the police cannot pinpoint its location they each look forward to their new lives and just what awaits them once they reach their destination. After a few mishaps they successfully arrive at Nanaki Village only to find it completely abandoned. Judging from the state of disrepair it has been vacant for at least a year. However secrets are soon revealed as some of the group begin to go missing while exploring the village and amidst the confusion they find bloody claw marks in a forest. As mistrust and in-fighting break out will they ever be able to figure out the truth behind this lost village?,Mystery;Comedy;Horror;Psychological;Drama,2016-04-01,12,170583,640,9605,5.6,https://cdn.myanimelist.net/images/anime/4/79413.jpg,https://myanimelist.net/anime/32438/Mayoiga
17513,Diabolik Lovers,At the behest of her father Yui Komori goes to live in a secluded mansion home to the six Sakamaki brothers—Shuu Reiji Ayato Kanato Laito and Subaru—a family of vampires. Though at first the siblings are confused as to why the girl has arrived they soon realize that she is to be their new sacrificial bride not to mention their other more carnal intentions for her. After meeting the brothers Yui quickly begins to question why her father would have sent her here and why she feels a strange new pain in her chest. With each brother more sadistic than the last Yui's life as a captive takes a harrowing turn in her new home. As her days turn into endless nights and each brother vows to make her his own Yui falls deeper and deeper into madness and ecstasy.,Harem;School;Shoujo;Vampire,2013-09-16,12,183690,594,9596,5.6,https://cdn.myanimelist.net/images/anime/9/51989.jpg,https://myanimelist.net/anime/17513/Diabolik_Lovers
22687,Terra Formars,During the 21st century humanity attempted to colonize Mars by sending two species which could endure the harsh environment of the planet to terraform it—algae and cockroaches. However they did not anticipate the species' remarkable ability to adapt. Now in the 26th century a lethal disease known as the Alien Engine Virus has arrived on Earth and the cure is suspected to be found only on Mars. The problem is Mars in the present is overrun by creatures known as Terraformars incredibly powerful and intelligent humanoid cockroaches that mutated from those originally sent to the planet. The Annex I team consisting of a hundred men and women genetically enhanced with characteristics of powerful organisms from earth has been sent to Mars on a mission to find the cause of the Alien Engine Virus and to help cure humanity—signalling the start of the crew's fight for survival.,Action;Sci-Fi;Space;Horror;Drama;Seinen,2014-09-27,13,158503,701,3406,7.1,https://cdn.myanimelist.net/images/anime/2/67117.jpg,https://myanimelist.net/anime/22687/Terra_Formars
20047,Sakura Trick,Having been best friends since middle school Haruka Takayama and Yuu Sonoda plan to attend Misato West High School together. However despite being assigned to the same class a cruel twist of fate has them seated on the opposite ends of their classroom! To make matters worse their school will shut down in three years making them the final intake of first-year students. Undeterred by this chain of unfortunate events Haruka is set on sticking with Yuu striving to create many wonderful memories with her. Much to Haruka's jealousy however Yuu's easygoing demeanor quickly attracts the attention of their female classmates. Sympathizing with her friend's growing insecurity Yuu ends up sharing a deep affectionate kiss with her in an empty classroom. The act intensifies their bond as special friends gradually revealing a different aspect to their unique friendship while also inviting new conflicts.,Slice of Life;Comedy;Romance;School;Seinen;Shoujo Ai,2014-01-10,12,175585,622,3401,7.1,https://cdn.myanimelist.net/images/anime/2/56189.jpg,https://myanimelist.net/anime/20047/Sakura_Trick
4214,Rosario to Vampire Capu2,It has been one year since Tsukune Aono enrolled at Youkai Academy and since then his life has taken an interesting turn. In addition to being the only human at a school for monsters he has attracted a bevy of beautiful women who want him all for themselves: the sexy succubus Kurumu Kurono Yukari Sendou a witch stalker and yuki-onna Mizore Shirayuki and Moka Akashiya a kind vampire who when her rosary is removed reveals a darker personality. But soon trouble visits Youkai Academy in the form of Moka's younger sister Kokoa Shuzen. She is furious that her true older sister is sealed within Moka's rosary and vows to bring out Moka's darker self. However Kokoa's thoughtless actions may affect more than just her sister...,Comedy;Ecchi;Fantasy;Harem;Romance;School;Vampire,2008-10-02,13,296600,329,3398,7.1,https://cdn.myanimelist.net/images/anime/6/25093.jpg,https://myanimelist.net/anime/4214/Rosario_to_Vampire_Capu2
31953,New Game!,Since childhood Aoba Suzukaze has loved the Fairies Story game series particularly the character designs. So when she graduates from high school it is no surprise that she applies to work at Eagle Jump the company responsible for making her favorite video game. On her first day she is excited to learn that she will be working on a new installment to the series: Fairies Story 3—and even more so under Kou Yagami the lead character designer. In their department are people who share the same passion for games. There is Yun Iijima whose specialty is designing monsters the shy Hifumi Takimoto who prefers to communicate through instant messaging Hajime Shinoda an animation team member with an impressive figurine collection Rin Tooyama the orderly art director Shizuku Hazuki the game director who brings her cat to work and Umiko Ahagon the short-tempered head programmer. New Game! follows Aoba and the others on their adventure through the ups and downs of game making from making the perfect character design to fixing all the errors that will inevitably accumulate in the process.,Game;Slice of Life;Comedy,2016-07-04,12,266864,374,1162,7.7,https://cdn.myanimelist.net/images/anime/9/80417.jpg,https://myanimelist.net/anime/31953/New_Game
2593,Kara no Kyoukai 1: Fukan Fuukei,In September 1998 a string of seemingly random suicides leaves Japan baffled and devastated. But a detective agency specializing in paranormal occurrences notices that there are a few glaring disturbing similarities tying the deceptively unrelated cases together: All the victims are schoolgirls and all of them have jumped to their deaths from atop the ancient Fujou Building a skyscraper that is scheduled to be bulldozed soon. To investigate the cause of these disturbing events the head of the agency magus Touko Aozaki dispatches Mikiya Kokutou and Shiki Ryougi. The kind and surprisingly normal Mikiya serves as a stark contrast to the cold and mysterious Shiki who possesses the Mystic Eyes of Death Perception: an abnormal ability which allows her to see and bring an end to all things. Dark and philosophical in tone Fukan Fuukei is the first installment in the seven-part movie series Kara no Kyoukai  adapted from the light novels by Kinoko Nasu.,Action;Mystery;Supernatural;Thriller,2007-12-01,1,273809,358,1160,7.7,https://cdn.myanimelist.net/images/anime/12/21741.jpg,https://myanimelist.net/anime/2593/Kara_no_Kyoukai_1__Fukan_Fuukei
8086,Densetsu no Yuusha no Densetsu,Alpha Stigma are known to be eyes that can analyze all types of magic. However they are more infamously known as cursed eyes that can only bring destruction and death to others. Ryner Lute a talented mage and also an Alpha Stigma bearer was once a student of the Roland Empire's Magician Academy an elite school dedicated to training magicians for military purposes. However after many of his classmates died in a war he makes an oath to make the nation a more orderly and peaceful place with fellow survivor and best friend Sion Astal. Now that Sion is the the king of Roland he orders Ryner to search for useful relics that will aid the nation. Together with Ferris Eris a beautiful and highly skilled swordswoman Ryner goes on a journey to search for relics of legendary heroes from the past and also uncover the secrets behind his cursed eyes.,Action;Adventure;Magic;Fantasy;Shounen,2010-07-02,24,212379,505,1152,7.7,https://cdn.myanimelist.net/images/anime/8/73651.jpg,https://myanimelist.net/anime/8086/Densetsu_no_Yuusha_no_Densetsu
31405,Joker Game,With World War II right around the corner intelligence on other countries' social and economic situation has become a valuable asset. As a result Japan has established a new spy organization known as the D Agency to obtain this weapon. Under the command of Lieutenant Colonel Yuuki eight agents have been assigned to infiltrate and observe some of the most powerful countries reporting on any developments associated with the war. In order to carry out these dangerous tasks these men have trained their bodies to survive in extreme conditions and studied numerous fields such as communications and languages. However their greatest strength lies in their ability to manipulate people in order to obtain the information necessary to give their nation the upper hand.,Military;Historical;Drama,2016-04-05,12,158537,700,3380,7.1,https://cdn.myanimelist.net/images/anime/9/77523.jpg,https://myanimelist.net/anime/31405/Joker_Game
6347,Baka to Test to Shoukanjuu,Fumizuki Academy isn't a typical Japanese high school. This unique institution has implemented a new and innovative system to sort its students. At the end of their freshman year students take a test that divides up the student body. The highest scorers are placed into A class all the way down until F class for the lowest of the low. Unfortunately for Akihisa Yoshii his supposedly great intellect wasn't quite enough for such a test and he's now stuck at the bottom of F class. Naturally F class has the worst facilities: not only rotten tatami mats and broken tables but also outdated equipment and worn out furniture. On the bright side his friend Yuuji Sakamoto is in the same class and to everyone's surprise the genius girl Mizuki Himeji has also ended up in the same class due to an unforeseen fever on the day of the test. Unsatisfied with their perquisites F class rallies behind Yuuji determined to take on the higher-tiered classes in order to seize their perks by using the school's Examinations Summon Battle system. The participants can summon fantasy characters—whose power levels are equal to their student's test scores—in an all-out battle. Will F class be able to rise to the top or will they live up to everyone's expectations and fail?,Comedy;Romance;School;Super Power,2010-01-07,13,454457,167,1149,7.7,https://cdn.myanimelist.net/images/anime/3/50389.jpg,https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu
856,Utawarerumono,An injured man is found in the woods by a girl named Eruruu and everything about him is mysterious. Without knowledge of his past nor even his own name he is welcomed to Eruruu's home and is given the name Hakuoro by her grandmother and younger sister Aruruu. While the inhabitants of the village have large ears and tails Hakuoro's defining physical trait is quite different as he has neither ears nor tail but only a mask that he cannot remove. Soon after he becomes a part of the villagers' lives a revolution against the tyrannical emperor of the land begins and the conflict finds its way to his new home. Hakuoro must do whatever he can to save the people and the village that he has come to love all while uncovering the mysteries that shroud his past.,Action;Drama;Fantasy;Sci-Fi,2006-04-04,26,126612,890,1145,7.71,https://cdn.myanimelist.net/images/anime/9/24605.jpg,https://myanimelist.net/anime/856/Utawarerumono
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,There is a popular saying: you can never be too careful. It is very important to prepare for every situation you may face even if it seems like an unnecessary waste of time. Also in games like RPGs it is good to exceed the level of your enemies to achieve total victory. These words describe Seiya Ryuuguuin a little too perfectly. After being summoned by the goddess Ristarte to save the world of Gaeabrande from destruction the hero prepares himself for his noble journey. While this might be normal he spends a very long time training himself despite having overpowered stats. He fights weak enemies using his strongest skills and buys excessive amounts of supplies and potions—all to stay safe. While his attitude may be a bit annoying it might just be the saving grace of Gaeabrande especially considering that it is a world where the forces of evil dominate each and every expectation.,Action;Adventure;Comedy;Fantasy,2019-10-02,12,160061,696,1139,7.71,https://cdn.myanimelist.net/images/anime/1715/103419.jpg,https://myanimelist.net/anime/38659/Shinchou_Yuusha__Kono_Yuusha_ga_Ore_Tueee_Kuse_ni_Shinchou_Sugiru
31710,Divine Gate,The legend of the Divine Gate is a story told to young children that depicts the merging of the living world the heavens and the underworld. Adapters—people born with unique elemental abilities gifted to them from the union of these worlds—formed the World Council an organization which controls the chaos of the Gate by portraying its legend as nothing more than a myth. These Adapters train in a special academy owned by the World Council that allows the students to hone their skills. Aoto a teenage boy with exceptional water powers and a tragic past rejects the offer to join the academy numerous times—until he is successfully pressured by the energetic wind user Midori and stubborn fire user Akane. Together with the World Council and their mysterious leader Arthur they seek out the Gate in the hopes of uncovering the truth. But in order to reach their goals they must unite and overcome their own despair while dealing with behind the scene mischief.,Action;Sci-Fi;Fantasy,2016-01-08,12,126689,893,9237,5.72,https://cdn.myanimelist.net/images/anime/5/77844.jpg,https://myanimelist.net/anime/31710/Divine_Gate
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,Forming a party with one's mother in an online game seems not only unlikely but also uncomfortable to most teenage gamers. Unfortunately Masato Oosuki finds himself in that exact scenario. After completing a seemingly meaningless survey he is thrown into the world of a fantasy MMORPG—and his mother Mamako actually tagged along with him! On top of all of that Mamako turns out to be an overpowered swordswoman possessing the power of two-hit multi-target attacks! After minor tension between the two they search for party members meeting the merchant Porta and the sage Wise starting their journey to clear the game.,Adventure;Comedy;Fantasy,2019-07-13,12,117159,972,9203,5.74,https://cdn.myanimelist.net/images/anime/1225/102250.jpg,https://myanimelist.net/anime/38573/Tsuujou_Kougeki_ga_Zentai_Kougeki_de_Ni-kai_Kougeki_no_Okaasan_wa_Suki_Desu_ka
35240,Princess Principal,In the early 20th century the discovery of the substance Cavorite allowed the production of advanced military technology and steered the country toward conflict. London is now divided by a wall and the Kingdom and the Commonwealth of Albion battle a silent war where espionage is the only weapon that can destabilize the enemy. A group of girls from the prestigious Queen's Mayfaire school work as undercover spies for the Commonwealth. Led by Dorothy an experienced driver with a striking personality their group includes the talents of Ange le Carré a cold-blooded liar and expert sharpshooter Chise a proficient samurai and Beatrice a voice-mimicking specialist. They use their unique individual skills for the Commonwealth to survive in a dark world filled with conspiracy mystery and infiltration. In the shadow of the war they have only one goal in mind: completing their mission.,Action;Mystery;Historical,2017-07-09,12,126965,891,1135,7.71,https://cdn.myanimelist.net/images/anime/7/86768.jpg,https://myanimelist.net/anime/35240/Princess_Principal
24439,Kekkai Sensen,Supersonic monkeys vampires talking fishmen and all sorts of different supernatural monsters living alongside humans—this has been part of daily life in Hellsalem's Lot formerly known as New York City for some time now. When a gateway between Earth and the Beyond opened three years ago New Yorkers and creatures from the other dimension alike were trapped in an impenetrable bubble and were forced to live together. Libra is a secret organization composed of eccentrics and superhumans tasked with keeping order in the city and making sure that chaos doesn't spread to the rest of the world. Pursuing photography as a hobby Leonardo Watch is living a normal life with his parents and sister. But when he obtains the All-seeing Eyes of the Gods at the expense of his sister's eyesight he goes to Hellsalem's Lot in order to help her by finding answers about the mysterious powers he received. He soon runs into Libra and when Leo unexpectedly joins their ranks he gets more than what he bargained for. Kekkai Sensen follows Leo's misadventures in the strangest place on Earth with his equally strange comrades—as the ordinary boy unwittingly sees his life take a turn for the extraordinary.,Action;Comedy;Super Power;Supernatural;Vampire;Fantasy;Shounen,2015-04-05,12,487401,140,1130,7.71,https://cdn.myanimelist.net/images/anime/12/73559.jpg,https://myanimelist.net/anime/24439/Kekkai_Sensen
1690,Bokura no,15 children 8 boys and 7 girls are enjoying their summer camp together when they suddenly discover a grotto by the sea. When they enter the mysterious place they find a room full of computers as well as a man named Kokopelli who introduces himself as the owner. He claims to be working on a game which involves a giant robot that has been designed to protect the Earth from 15 different alien invasions. Kokopelli hasn't been able to test the game yet so he persuades all but one of the children to sign a contract in what he claims will be a fun adventure. However as soon as the contracts are signed things start to take a much darker turn. In Bokurano  the children must now pilot the giant robot Zearth one at a time in the hopes that they will have what it takes to defeat all of the upcoming enemies. But Kokopelli has left out one very important piece of information: the giant robot Zearth's energy source.,Sci-Fi;Psychological;Drama;Mecha;Seinen,2007-04-09,24,118118,948,1116,7.71,https://cdn.myanimelist.net/images/anime/1690/97048.jpg,https://myanimelist.net/anime/1690/Bokura_no
22199,Akame ga Kill!,Night Raid is the covert assassination branch of the Revolutionary Army an uprising assembled to overthrow Prime Minister Honest whose avarice and greed for power has led him to take advantage of the child emperor's inexperience. Without a strong and benevolent leader the rest of the nation is left to drown in poverty strife and ruin. Though the Night Raid members are all experienced killers they understand that taking lives is far from commendable and that they will likely face retribution as they mercilessly eliminate anyone who stands in the revolution's way. This merry band of assassins' newest member is Tatsumi a naïve boy from a remote village who had embarked on a journey to help his impoverished hometown and was won over by not only Night Raid's ideals but also their resolve. Akame ga Kill! follows Tatsumi as he fights the Empire and comes face-to-face with powerful weapons enemy assassins challenges to his own morals and values and ultimately what it truly means to be an assassin with a cause.,Action;Adventure;Drama;Fantasy;Shounen,2014-07-07,24,1015302,24,1115,7.71,https://cdn.myanimelist.net/images/anime/1429/95946.jpg,https://myanimelist.net/anime/22199/Akame_ga_Kill
33337,ACCA: 13-ku Kansatsu-ka,ACCA—a national body of the kingdom of Dowa that provides public services to the citizens of the country—was established as part of the peace settlement between the king of Dowa and the 13 states of the country during a revolt. One hundred years later Dowa is in a period of unprecedented peace due in part to the ACCA system. However rumors of a coup d'état start to surface. Jean Otus the second-in-command of the inspection department of ACCA is charged with inspecting all 13 state branches. What will he discover as he performs his audit? Intriguing and mysterious ACCA: 13-ku Kansatsu-ka is a politically-themed mystery that reveals a world of diverse cultures and lifestyles with intricate connections between its characters as the truth of the coup d'état slowly unfolds.,Police;Fantasy;Mystery;Drama;Seinen,2017-01-10,12,100022,1098,1114,7.71,https://cdn.myanimelist.net/images/anime/3/83776.jpg,https://myanimelist.net/anime/33337/ACCA__13-ku_Kansatsu-ka
6747,Dance in the Vampire Bund,On live television Mina Tepes the ruler of all vampires reveals the existence of her species to the world and states her plan to build a sanctuary in Japan for vampires called the Vampire Bund. Using her family's wealth to pay off the nation's debt they have agreed to let her build this safe-haven for her fellow creatures of the night. But not everyone is so easily swayed by Mina's influence as her announcement brings about conflict with humans who believe that the queen's quest for peace is a façade. Akira Kaburagi does not believe in vampires and gets uneasy whenever they are brought up although he has yet to realize why. Apart from suffering a head injury a year ago he lives on blissfully until he meets Mina. She triggers within him memories of a life he had long forgotten and he soon begins protecting her without understanding why. But Akira's secret is far stranger than he could have ever thought possible—he discovers that he is a werewolf sworn from birth to protect the vampire queen even if it costs him his life. Now as these two dance a rondo of death in the Vampire Bund Mina and Akira find out just how deep their bond goes.,Action;Supernatural;Vampire,2010-01-07,12,170199,642,3253,7.13,https://cdn.myanimelist.net/images/anime/10/23561.jpg,https://myanimelist.net/anime/6747/Dance_in_the_Vampire_Bund
29758,Taboo Tattoo,Seigi a martial arts trained middle schooler often feels driven to protect the weaker people around him. One day he defends a homeless man against some punks and the man gives him a strange tattoo on his palm in return. The tattoo is a secret weapon produced in the arms race between America and the Serinistan Kingdom. Seigi finds himself in over his head when a powerful girl using the same secret weapon violently pursues him in order to retrieve it. His skill at martial arts may not be enough to keep him alive but will he be able to learn how to trigger the power of his tattoo in time? (Source: MU),Action;Mystery;Comedy;Super Power;Supernatural;Martial Arts;Seinen,2016-07-05,12,180111,602,8673,5.9,https://cdn.myanimelist.net/images/anime/12/80197.jpg,https://myanimelist.net/anime/29758/Taboo_Tattoo
384,Gantz,Thought your life was bad? Sometimes death is worse. There is no salvation peace nor god waiting to receive you into their care. But wait a god? Maybe you are talking about that big black ball stuck in the room with you. Now you are thrown into a game fighting green aliens and robot monsters for the chance to survive. When Kei Kurono is killed he thus finds himself caught in such a game—a test of his skills morals and will to survive. His life is not his own his death is spat and trampled upon over and over again. What happens if he does not listen? God knows. A word of warning: Gantz is not for the faint-hearted but neither is it as simple as it looks. Gore rape and violence is rampant as are portrayals of greed violence and all the ugliness that one sees in society today.,Action;Sci-Fi;Horror;Psychological;Supernatural;Drama;Ecchi,2004-04-13,13,247317,405,3221,7.14,https://cdn.myanimelist.net/images/anime/13/5998.jpg,https://myanimelist.net/anime/384/Gantz
21603,Mekakucity Actors,On the hot summer day of August 14 Shintarou Kisaragi is forced to leave his room for the first time in two years. While arguing with the cyber girl Ene who lives in his computer Shintarou Kisaragi accidentally spills soda all over his keyboard. Though they try to find a replacement online most stores are closed due to the Obon festival leaving them with no other choice but to visit the local department store. Venturing outside makes Shintarou extremely anxious but the thought of living without his computer is even worse. It's just his luck that on the day he finally goes out he's caught in a terrifying hostage situation. Luckily a group of teenagers with mysterious eye powers who call themselves the Mekakushi Dan assist Shintarou in resolving the situation. As a result he is forced to join their group along with Ene. Their abilities seem to be like pieces of a puzzle connecting one another and as each member's past is unveiled the secret that ties them together is slowly brought to light.,Sci-Fi;Comedy;Super Power;Supernatural;Romance,2014-04-13,12,320626,303,3190,7.15,https://cdn.myanimelist.net/images/anime/11/61519.jpg,https://myanimelist.net/anime/21603/Mekakucity_Actors
323,Mousou Dairinin,The infamous Shounen Bat (Lil' Slugger) is terrorizing the residents of Musashino City. Flying around on his rollerblades and beating people down with a golden baseball bat the assailant seems impossible to catch—much less understand. His first victim the well-known yet timid character designer Tsukiko Sagi is suspected of orchestrating the attacks. Believed only by her anthropomorphic pink stuffed animal Maromi Tsukiko is just one of Shounen Bat's many victims. As Shounen Bat continues his relentless assault on the town detectives Keiichi Ikari and Mitsuhiro Maniwa begin to investigate the identity of the attacker. However more and more people fall victim to the notorious golden bat and news of the assailant begins circulating around the town. Paranoia starts to set in as chilling rumors spread amongst adults and children alike. Will the two detectives be able to unravel the truth behind Shounen Bat or will the paranoia get to them first?,Mystery;Dementia;Police;Psychological;Supernatural;Drama;Thriller,2004-02-03,13,226389,463,1104,7.72,https://cdn.myanimelist.net/images/anime/7/10240.jpg,https://myanimelist.net/anime/323/Mousou_Dairinin
3299,H2O: Footprints in the Sand,Takuma Hirose is a blind young male high school student though the cause for his blindness is undetermined. In order to heal his medical condition he is sent to live in a village with his uncle. There he meets several girls three of which stand out more than any of the others. They are Hayami Kohinata Hinata Kangura and Otoha. Otoha temporarily heals his blindness and Hirose uses his sight to help others. He finds out that for some reason Hayami Kohinata is hated in the village and he tries his best to help her out. Meanwhile many sad secrets unfold in the village...,Harem;Romance;School,2008-01-04,12,80382,1352,3180,7.15,https://cdn.myanimelist.net/images/anime/2/5962.jpg,https://myanimelist.net/anime/3299/H2O__Footprints_in_the_Sand
